ProductName,ProductCode,ProductCodeType,AverageStar,Description,Reviewer,Review,ReviewStar,ReviewDate 
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",Robert D. Watson,"This is a budget laptop that doesn't have a budget feel.  Setup is very simple, even with the minimal amount of manuals and documentation you find in the box. It's very literally a plug and play experience.",5.0,"May 29, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",Rumpleforeskin ,"Got my Surface Laptop 2, I5/8GB RAM/265GB aaaand...returned it.",2.0,"January 24, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",Nasser,I ordered an i7 and received an i5 cpu instead. Also i ordered a surface laptop 2 and i got a surface laptop 1. You can tell because the cpu is 7th gen and not 8th gen.,1.0,"January 15, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",Green Mountain,"I loved my 1st Gen Surface Laptop (i5 processor, 8gb ram, 128gb solid state) and I was pumped to try the 2nd gen with i7 processor and double the memory:  Unfortunately, I found it disappointing. It seems to have less battery life, is more laggy, and definitely NOT any quicker. (I’m using it for business purposes with 3-5 programs @ a time: word, excel, adobe, chrome- > 5 tabs). The 2nd gen did not seem to out perform the 1st in anyway, thus not worth the additional cost. Also, it seemed more sensitive to hot and cold. Ultimately, I had to return because (the icing on the cake was that) in 3 weeks I was never able to get the 2nd gen to back up from my external hard drive- maybe I got a lemon.",3.0,"June 23, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",Cory German,"Great 1080p display that separates it from some other laptops. Not the most vivid colors, but definitely above average.",5.0,"July 12, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",BruceT.,"I like it, it's very fast and perfect for what I use it for.",5.0,"July 2, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",Gerasimos L.,"Coming from a 10 years old Celeron, I think that anything would be great to me. I use it mainly for office, reference manager (Zotero) and some browsing.",4.0,"July 5, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",Karen E.,"this is an awesome laptop great for editing film. the imaging and speed are top notch.  the sound card could be better, but not enough to take a way a star. i don't know what the other reviewer meant by slow wi-fi, it's the same load speed as my son's 12"" macbook. excellent value!",5.0,"June 2, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",DMS,"Saw Acer released a 10th gen CPU laptop when I was looking at their product list to replace one given away at the same price point, and liked the specs, especially the wireless. So far it's worked without a hitch, though I did strip out the bloat and get a custom color profile for the screen. It's quite fast and responds well enough, though I don't think I'm going to try any heavy AAA gaming on the MX250.",5.0,"November 3, 2019"
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",B07QXKW89P,ASIN,3.7,"The revolutionary zenbook 13 is a laptop that's ultralight, ultrathin and Ultra powerful. It's built to give you the ultimate mobility, Featuring a feather-light 2.5lbs all-metal chassis and up to 15-hour battery life. And despite its compact, ultraportable design, zenbook 13 doesn't compromise on performance: Up to 8th generation Intel Core i7 processor, 8GB of RAM and superfast 512GB PCIe SSD let you blast through all your tasks with ease, and its Harman Kardon audio system delivers powerful immersive sound. Rediscover true freedom with the elegant and sophisticated zenbook 13! *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Tom Nugent,"OK I love it. NIne month update. Lightning fast. 8th gen i5 and 256 SSD. I love the keyboard . Don't understand the complaint that the feel is too light. No problem with shutdown/restart that some people have reported. Still learning Windows 10, up from Windows 7 on old p.c. Would have liked a third USB port since I use a mouse (old school). Speaking of old school, I don't have a screen bleed problem with gaming or watching videos because, well, I don't do that. (Nine Month Update, YouTube videos play great and streaming from Prime and Netflix is sharp and clear). No ghosting. No buttons popping off keyboard. I have not yet accidentally turned it off because of the location of the power button where the delete button usually is. I am satisfied with the battery life though it is not 12 hours. But I bet I could get there if I spent some time checking what apps run at startup. recharges fast. It's quiet. It is not hot. So far, I have not had any of the problems recorded by the folks who scored this a 1. So take the chance. It's a really fast, very light, easy to use Zenbook if you simply want a good computer.",5.0,"January 30, 2018"
"ASUS TUF Gaming Laptop, 17.3” Full HD IPS Type, AMD Ryzen 5 3550H CPU, AMD Radeon RX560X, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home - FX705DY-EH53",B07YZ1CM55,ASIN,3.9,"Asus TUF Gaming FX705 is a powerful Windows 10 Gaming Laptop that combines gaming performance with up to a narrow bezel IPS-Type panel and an extended lifespan, thanks to its patented anti-dust cooling (ADC) system. Equipped with AMD Radeon 560x graphics, and a quad-core Ryzen 5 processor, FX705 is able to play the latest games and multitask With ease. FX705 features one of the fastest Wi-Fi standards available — The latest Intel Wave 2 Wi-Fi 5 (802. 11AC) boasts data transfer rates of up to an incredible 1. 7Gbps. To top it all off, it's red-backlit gaming keyboard is rated at 20-million keystroke durability. *The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Paul K,"I've been testing this laptop out for a few days now, and overall it's been great. My usage for this is 70% regular computer work (business, light Photoshop, web browsing, etc.) and 30% gaming when I travel as I have a full size gaming rig at home.",5.0,"May 8, 2019"
"2019 Acer C738T 11.6"" IPS Touchscreen Convertible 2-in-1 Chromebook Laptop Computer, Intel Celeron N3150 Quad-Core up to 2.08GHz, 4GB RAM, 16GB eMMC, 802.11ac WiFi, USB 3.0, HDMI, Chrome OS (Renewed)",B0822GR4RD,ASIN,5.0,  Chrome OS,AWESOME,Absolutely what i expected for a good price!!,5.0,"December 19, 2019"
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",B07QXKW89P,ASIN,3.7,"The revolutionary zenbook 13 is a laptop that's ultralight, ultrathin and Ultra powerful. It's built to give you the ultimate mobility, Featuring a feather-light 2.5lbs all-metal chassis and up to 15-hour battery life. And despite its compact, ultraportable design, zenbook 13 doesn't compromise on performance: Up to 8th generation Intel Core i7 processor, 8GB of RAM and superfast 512GB PCIe SSD let you blast through all your tasks with ease, and its Harman Kardon audio system delivers powerful immersive sound. Rediscover true freedom with the elegant and sophisticated zenbook 13! *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",hp1480,"So far so good.I had a Lenovo Idea laptop for 6 years .It was fanatastic ,never broke down ,but is running slow now.And is so heavy.The Asus is so light 2.6lbs versus 4.7lbs.It boots in seconds,is fast,great picture on screen.If it holds up im going to really like it.Some reviews scared me .Noisy fan ,can't hear the fan at all.So do I have any complaints ? Well yes ,not serious ones .Too few USB's only 2 ,I always had 3 and miss the extra one.The keys are ok ,only ok ,not excited about them.Also I thought the keyboard was backlit,well ttheyr'e not..Despite those negatives ,I think I will really love this computer .I think you will too.I'm glad I waited for the 8th generation ,it's great.",3.0,"January 9, 2018"
"ASUS TUF Gaming Laptop, 17.3” Full HD IPS Type, AMD Ryzen 5 3550H CPU, AMD Radeon RX560X, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home - FX705DY-EH53",B07YZ1CM55,ASIN,3.9,"Asus TUF Gaming FX705 is a powerful Windows 10 Gaming Laptop that combines gaming performance with up to a narrow bezel IPS-Type panel and an extended lifespan, thanks to its patented anti-dust cooling (ADC) system. Equipped with AMD Radeon 560x graphics, and a quad-core Ryzen 5 processor, FX705 is able to play the latest games and multitask With ease. FX705 features one of the fastest Wi-Fi standards available — The latest Intel Wave 2 Wi-Fi 5 (802. 11AC) boasts data transfer rates of up to an incredible 1. 7Gbps. To top it all off, it's red-backlit gaming keyboard is rated at 20-million keystroke durability. *The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Fu Yong,What a great laptop for its built quality and performance. But you need to tweak a few things to maximise gaming performance:,5.0,"September 27, 2019"
"2019 Acer C738T 11.6"" IPS Touchscreen Convertible 2-in-1 Chromebook Laptop Computer, Intel Celeron N3150 Quad-Core up to 2.08GHz, 4GB RAM, 16GB eMMC, 802.11ac WiFi, USB 3.0, HDMI, Chrome OS (Renewed)",B0822GR4RD,ASIN,5.0,  Chrome OS,Monica Holmes,"It looks fine, I pray it will be when I open it for Christmas",5.0,"December 18, 2019"
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384",B07VT254P6,ASIN,4.1,"Simplify your life with the sleek and stylish Asus Chromebook C425, the 2. 8lbs light, 14-inch laptop that has all the power to make light work for your daily tasks. Powered by Intel M3 processor, Asus Chromebook C425 boosts your productivity and lets you have more fun on the move - wherever you are, whatever you're doing. Its compact NanoEdge bezel gives you more screen space with a 14” display in a 13” Body. Asus Chromebook C425 has a full-size backlit keyboard, with long key travel distance that make typing more comfortable and accurate. Its super 6-Inch touchpad is cleverly engineered for maximum comfort, accuracy and smooth control - incorporating palm-rejection technology and multitude gesture support. Preloaded with the best of Google, Asus Chromebook C425 is your easy-to-use Gateway to the immense variety of apps on the Google play store for work and play. The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Nova,"To give some context, I'm a 10+ year Apple laptop user that wanted to make the jump to a Chromebook a couple months ago. Everyone was raving about the Asus434, so I went for it. Since then I went through two more of the same laptop because of issues. The experience was so frustrating, and I was about to totally give up. Until out of nowhere Asus drops the C425. A lot of this review will compare the two since that was my experience.",4.0,"September 2, 2019"
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",B07QXKW89P,ASIN,3.7,"The revolutionary zenbook 13 is a laptop that's ultralight, ultrathin and Ultra powerful. It's built to give you the ultimate mobility, Featuring a feather-light 2.5lbs all-metal chassis and up to 15-hour battery life. And despite its compact, ultraportable design, zenbook 13 doesn't compromise on performance: Up to 8th generation Intel Core i7 processor, 8GB of RAM and superfast 512GB PCIe SSD let you blast through all your tasks with ease, and its Harman Kardon audio system delivers powerful immersive sound. Rediscover true freedom with the elegant and sophisticated zenbook 13! *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Omar A,"Exceptional laptop. With that 8th gen Core i5, it's such a pleasure to use this for anything (heck, I was playing a freaking 8K video and a 4K video at the same time and it still wouldn't drop frames), all while battery life is absolutely great. The chassis is sturdy yet very light weight. Really not much to complain about. If you want a lightweight, premium, top performance ultrabook, this is the one to get.",5.0,"February 17, 2018"
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",B07QXKW89P,ASIN,3.7,"The revolutionary zenbook 13 is a laptop that's ultralight, ultrathin and Ultra powerful. It's built to give you the ultimate mobility, Featuring a feather-light 2.5lbs all-metal chassis and up to 15-hour battery life. And despite its compact, ultraportable design, zenbook 13 doesn't compromise on performance: Up to 8th generation Intel Core i7 processor, 8GB of RAM and superfast 512GB PCIe SSD let you blast through all your tasks with ease, and its Harman Kardon audio system delivers powerful immersive sound. Rediscover true freedom with the elegant and sophisticated zenbook 13! *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Paul,"Are you on a mid to high end budget? Trying to find a PC that's lightweight and small, without compromising power? Do you care little for 2-1 computers or touch screens? Then this laptop is for you.",5.0,"February 1, 2018"
"ASUS TUF Gaming Laptop, 17.3” Full HD IPS Type, AMD Ryzen 5 3550H CPU, AMD Radeon RX560X, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home - FX705DY-EH53",B07YZ1CM55,ASIN,3.9,"Asus TUF Gaming FX705 is a powerful Windows 10 Gaming Laptop that combines gaming performance with up to a narrow bezel IPS-Type panel and an extended lifespan, thanks to its patented anti-dust cooling (ADC) system. Equipped with AMD Radeon 560x graphics, and a quad-core Ryzen 5 processor, FX705 is able to play the latest games and multitask With ease. FX705 features one of the fastest Wi-Fi standards available — The latest Intel Wave 2 Wi-Fi 5 (802. 11AC) boasts data transfer rates of up to an incredible 1. 7Gbps. To top it all off, it's red-backlit gaming keyboard is rated at 20-million keystroke durability. *The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",JZ,"Overall a terrific value for a gaming laptop. The GTX 1650 4Gb video card runs just a tad slower than a GTX 1060. Amd Ryzen 5 processor with 4-core is ample for gaming and HD editing in Premiere Pro. 8Gb of ram wasn’t enough for my apps, so I ordered an additional 8Gb stick for the available slot. See photos for model number of the Samsung stick. The case is light yet stiff plastic, keyboard and trackpad are not bad. I’ve had more expensive laptops with worse. 2nd 2.5 hard drive bay for expanded storage. The standout spec is the 120hz display, overall it looks great for gaming and editing. Some might pick on its color specs, nits, however ASUS includes a nice app to adjust to your liking. Overall wish I would have found this sooner, I’ve wanted a mobile gamer and light editing system for travel. This fits perfectly for my on the go needs.",5.0,"October 30, 2019"
"ASUS TUF Gaming Laptop, 17.3” Full HD IPS Type, AMD Ryzen 5 3550H CPU, AMD Radeon RX560X, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home - FX705DY-EH53",B07YZ1CM55,ASIN,3.9,"Asus TUF Gaming FX705 is a powerful Windows 10 Gaming Laptop that combines gaming performance with up to a narrow bezel IPS-Type panel and an extended lifespan, thanks to its patented anti-dust cooling (ADC) system. Equipped with AMD Radeon 560x graphics, and a quad-core Ryzen 5 processor, FX705 is able to play the latest games and multitask With ease. FX705 features one of the fastest Wi-Fi standards available — The latest Intel Wave 2 Wi-Fi 5 (802. 11AC) boasts data transfer rates of up to an incredible 1. 7Gbps. To top it all off, it's red-backlit gaming keyboard is rated at 20-million keystroke durability. *The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Cecil Smith,"Not worth the time or money and especially not for gaming. First I tried to play some TV shows on this laptop and it started out fine then it froze up and crashed. Next I tried to play Paladins on this laptop and as seen in the picture it was a horrible experience. The eyes on the champions were ghostly like and the background was blue and it's not supposed to look like that. Also I would like to add that the laptop is not light weight it's actually a bit heavier than I expected. The last picture is what the game is supposed to look like. The last picture is taken from my desktop, check out the difference in how the game is supposed to look as in to what it looks like on the laptop. .",1.0,"November 14, 2019"
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384",B07VT254P6,ASIN,4.1,"Simplify your life with the sleek and stylish Asus Chromebook C425, the 2. 8lbs light, 14-inch laptop that has all the power to make light work for your daily tasks. Powered by Intel M3 processor, Asus Chromebook C425 boosts your productivity and lets you have more fun on the move - wherever you are, whatever you're doing. Its compact NanoEdge bezel gives you more screen space with a 14” display in a 13” Body. Asus Chromebook C425 has a full-size backlit keyboard, with long key travel distance that make typing more comfortable and accurate. Its super 6-Inch touchpad is cleverly engineered for maximum comfort, accuracy and smooth control - incorporating palm-rejection technology and multitude gesture support. Preloaded with the best of Google, Asus Chromebook C425 is your easy-to-use Gateway to the immense variety of apps on the Google play store for work and play. The actual transfer speed of USB 3. 0, 3. 1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Francisco,"I bought this computer because I believed that the only differences with the C434 were that this is a clamshell (no hinges), that it has more RAM and that it doesn't have touch screen. I could live with those differences.",1.0,"September 6, 2019"
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",B07QXKW89P,ASIN,3.7,"The revolutionary zenbook 13 is a laptop that's ultralight, ultrathin and Ultra powerful. It's built to give you the ultimate mobility, Featuring a feather-light 2.5lbs all-metal chassis and up to 15-hour battery life. And despite its compact, ultraportable design, zenbook 13 doesn't compromise on performance: Up to 8th generation Intel Core i7 processor, 8GB of RAM and superfast 512GB PCIe SSD let you blast through all your tasks with ease, and its Harman Kardon audio system delivers powerful immersive sound. Rediscover true freedom with the elegant and sophisticated zenbook 13! *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.
				    	
			    	",Josh,"This laptop is EXACTLY what I was looking for. I needed something that was light, sturdy, portable, fast, and good on battery life.",5.0,"March 28, 2018"
